nomor_laporan,tanggal_kejadian,tanggal_laporan,jenis_kejahatan,sub_jenis,modus_operandi,platform,provinsi,kota_kabupaten,latitude,longitude,usia_korban,jenis_kelamin_korban,pekerjaan_korban,pendidikan_korban,estimasi_kerugian,jumlah_korban,tingkat_keparahan,status_kasus,tersangka_teridentifikasi,sumber_data,keterangan
LP/2019/0112/SBR,2019-02-11,2019-02-16,Pencurian Data,Data Pribadi,SQL Injection,Website,Jawa Barat,,-6.885623,107.616578,65,L,Pensiunan,S3,133188914,42,tinggi,selesai,0,Laporan Masyarakat,
LP/2019/0113/SBR,2019-03-16,2019-03-26,Pencurian Data,Data Pribadi,Credential Stuffing,Email,DKI Jakarta,,-6.163397,106.825795,63,P,Pelajar,S2,76584632,1,tinggi,p21,1,Laporan Masyarakat,
LP/2019/0114/SBR,2019-11-17,2019-12-16,Pencurian Data,Data Pribadi,Insider Threat,Website,DKI Jakarta,,-6.197337,106.817513,25,L,Buruh,S2,198859652,50,tinggi,dalam_penyelidikan,0,Aduan Konten Kominfo,
LP/2019/0115/SBR,2019-04-25,2019-05-02,Judi Online,Slot Online,Telegram,Twitter/X,Riau,,0.509917,101.433978,53,L,Profesional,D3,23828486,3,sedang,dalam_penyelidikan,1,Aduan BSSN,
LP/2019/0116/SBR,2019-11-07,2019-11-29,Hoaks/Disinformasi,SARA,Akun Buzzer,WhatsApp,Jawa Tengah,,-6.971357,110.418025,46,P,Profesional,TD,611474,63,rendah,p21,1,Laporan Masyarakat,
LP/2019/0117/SBR,2019-12-07,2019-12-25,Pencurian Data,Data Pemerintah,SQL Injection,Marketplace,Riau,,0.556512,101.491258,21,TD,Buruh,SD,29603714,3,tinggi,dalam_penyelidikan,1,Patroli Siber,
LP/2019/0118/SBR,2019-11-14,2019-11-25,Judi Online,Sportsbook,Web Ilegal,Instagram,Nusa Tenggara Barat,,-8.565027,116.132879,51,L,IRT,SMP,13833886,2,sedang,baru,0,Inisiatif Polri,
LP/2019/0119/SBR,2019-01-25,2019-01-25,Penipuan Online,Skema Ponzi,Telepon Penipuan,TikTok,Nusa Tenggara Barat,,-8.550964,116.091451,39,L,Mahasiswa,SMP,20522801,8,sedang,baru,0,Inisiatif Polri,
LP/2019/0120/SBR,2019-01-08,2019-01-14,Judi Online,Sportsbook,Telegram,Telepon,Lampung,,-5.429671,105.221568,64,L,Buruh,D3,3257908,1,rendah,dalam_penyelidikan,0,Laporan Masyarakat,
LP/2019/0121/SBR,2019-04-27,2019-05-26,Penipuan Online,Penipuan Pinjol Ilegal,Social Engineering,Email,Papua,,-2.496074,140.76667,50,L,Pelajar,S1,49591307,6,sedang,baru,0,Kerjasama Antar Lembaga,
LP/2019/0122/SBR,2019-07-18,2019-08-02,Peretasan Akun,Social Engineering,Password Lemah,Marketplace,Sumatera Utara,,3.577073,98.663832,26,L,PNS,TD,2573169,2,tinggi,baru,1,Kerjasama Antar Lembaga,
LP/2019/0123/SBR,2019-01-18,2019-01-31,Penipuan Online,Penipuan Pinjol Ilegal,Social Engineering,Website,Jawa Tengah,,-6.952029,110.458923,40,L,Mahasiswa,SD,28451369,3,sedang,dalam_penyelidikan,0,Inisiatif Polri,
LP/2019/0124/SBR,2019-10-24,2019-11-14,Penipuan Online,Penipuan Pinjol Ilegal,Fake Marketplace,WhatsApp,DKI Jakarta,,-6.237619,106.814602,64,L,Buruh,D3,38003820,4,sedang,p21,0,Aduan Konten Kominfo,
LP/2019/0125/SBR,2019-05-13,2019-05-27,Peretasan Akun,Sim Swap,Social Engineering,Marketplace,Banten,,-6.081519,106.1469,63,L,IRT,D3,18906326,3,sedang,dalam_penyelidikan,0,Inisiatif Polri,
LP/2019/0126/SBR,2019-01-09,2019-01-26,Hoaks/Disinformasi,Hoaks Kesehatan,Akun Buzzer,Facebook,Sumatera Selatan,,-3.021281,104.729702,53,P,Buruh,S2,980165,75,rendah,dalam_penyelidikan,0,Kerjasama Antar Lembaga,
LP/2019/0127/SBR,2019-03-24,2019-04-18,Konten Asusila,Sextortion,Sextortion,Facebook,Jawa Tengah,,-6.92501,110.420914,58,P,Profesional,SD,2954267,1,sedang,selesai,1,Kerjasama Antar Lembaga,
LP/2019/0128/SBR,2019-03-27,2019-04-16,Penipuan Online,Investasi Bodong,Social Engineering,Marketplace,DKI Jakarta,,-6.213199,106.801645,57,P,Pensiunan,TD,16031232,2,sedang,p21,1,Inisiatif Polri,
LP/2019/0129/SBR,2019-09-24,2019-10-02,Akses Ilegal,XSS,SQL Injection,Instagram,DKI Jakarta,,-6.166995,106.848039,32,L,Profesional,S1,76905550,5,sedang,selesai,1,Aduan Konten Kominfo,
LP/2019/0130/SBR,2019-08-19,2019-08-26,Penipuan Online,Investasi Bodong,Phishing,Instagram,Sulawesi Utara,,1.465328,124.829817,47,L,Karyawan Swasta,SMA,47290737,4,rendah,baru,0,Kerjasama Antar Lembaga,
LP/2019/0131/SBR,2019-02-17,2019-03-18,Judi Online,Live Casino,Telegram,Twitter/X,Banten,,-6.14269,106.192716,60,P,Profesional,SD,2427800,1,rendah,baru,0,Laporan Masyarakat,
LP/2019/0132/SBR,2019-12-27,2020-01-08,Pemerasan Siber,Ransomware,DDoS Threat,TikTok,Sumatera Utara,,3.612903,98.676256,41,P,PNS,SMP,91305501,3,tinggi,dalam_penyelidikan,0,Laporan Masyarakat,
LP/2019/0133/SBR,2019-02-11,2019-03-02,Penipuan Online,Penipuan Pinjol Ilegal,Phishing,Telepon,Jawa Barat,,-6.937367,107.659059,48,L,Profesional,S3,41695798,7,tinggi,dalam_penyelidikan,0,Kerjasama Antar Lembaga,
LP/2019/0134/SBR,2019-05-26,2019-06-02,Pencurian Data,Data Korporat,Phishing,TikTok,Daerah Istimewa Yogyakarta,,-7.815532,110.329455,17,P,Buruh,S2,29731800,6,tinggi,selesai,1,Laporan Masyarakat,
LP/2019/0135/SBR,2019-09-17,2019-09-30,Penipuan Online,Investasi Bodong,Telepon Penipuan,SMS,Jawa Tengah,,-6.938256,110.453072,17,L,Petani,SMP,7431871,1,rendah,p21,0,Patroli Siber,
LP/2019/0136/SBR,2019-07-06,2019-07-10,Konten Asusila,Penyebaran Konten,Penyebaran Massal,Facebook,DKI Jakarta,,-6.215332,106.83771,47,P,IRT,S1,2255855,2,sedang,dihentikan,0,Aduan Konten Kominfo,
LP/2019/0137/SBR,2019-02-05,2019-02-14,Konten Asusila,Sextortion,Sextortion,Website,Jawa Barat,,-6.920678,107.602862,58,P,PNS,S1,56768,2,sedang,dalam_penyelidikan,0,Patroli Siber,
LP/2019/0138/SBR,2019-07-11,2019-07-20,Akses Ilegal,Brute Force,Exploit Vulnerability,TikTok,DKI Jakarta,,-6.23077,106.874187,40,L,Pensiunan,D3,98275652,8,tinggi,dalam_penyelidikan,0,Kerjasama Antar Lembaga,
LP/2019/0139/SBR,2019-12-15,2020-01-14,Judi Online,Sportsbook,Telegram,Instagram,DKI Jakarta,,-6.176903,106.875166,43,P,PNS,S1,24768854,1,rendah,baru,0,Kerjasama Antar Lembaga,
LP/2019/0140/SBR,2019-08-20,2019-09-04,Pencurian Data,Data Pemerintah,Credential Stuffing,Marketplace,Jawa Timur,,-7.303823,112.798943,61,P,Profesional,SMP,166294938,26,tinggi,baru,1,Kerjasama Antar Lembaga,
LP/2019/0141/SBR,2019-01-19,2019-02-08,Pencurian Data,Data Korporat,Credential Stuffing,Instagram,Sulawesi Selatan,,-5.196645,119.408574,49,P,Profesional,D3,191857477,42,tinggi,dalam_penyelidikan,0,Kerjasama Antar Lembaga,
LP/2019/0142/SBR,2019-06-01,2019-06-16,Konten Asusila,Penyebaran Konten,Penyebaran Massal,Facebook,Jawa Tengah,,-6.981867,110.401007,30,P,IRT,TD,877023,2,sedang,baru,0,Aduan Konten Kominfo,
LP/2019/0143/SBR,2019-12-04,2019-12-04,Penipuan Online,Jual-Beli Fiktif,Social Engineering,Marketplace,Jawa Barat,,-6.947255,107.575814,52,L,Buruh,D3,23523571,2,sedang,selesai,0,Patroli Siber,
LP/2019/0144/SBR,2019-01-24,2019-02-12,Konten Asusila,Pornografi Anak,Penyebaran Massal,Telegram,Jawa Tengah,,-6.996122,110.441933,21,P,Profesional,SMA,1655277,2,sedang,dalam_penyelidikan,1,Laporan Masyarakat,
LP/2019/0145/SBR,2019-09-21,2019-10-01,Penipuan Online,Investasi Bodong,Fake Marketplace,Website,Lampung,,-5.415448,105.278436,60,P,Pelajar,SMP,40562034,7,sedang,p21,1,Patroli Siber,
LP/2019/0146/SBR,2019-12-05,2019-12-21,Penipuan Online,Skema Ponzi,Modus Skema Ponzi,Facebook,Jawa Barat,,-6.916033,107.613538,58,P,PNS,SMA,26569328,7,sedang,dalam_penyelidikan,1,Aduan BSSN,
LP/2019/0147/SBR,2019-06-01,2019-06-16,Hoaks/Disinformasi,SARA,Manipulasi Foto,Telepon,Sumatera Utara,,3.594697,98.69067,43,P,Buruh,TD,143167,25,sedang,baru,0,Patroli Siber,
LP/2019/0148/SBR,2019-09-10,2019-09-15,Penipuan Online,Investasi Bodong,Telepon Penipuan,Instagram,Jawa Barat,,-6.937911,107.614111,40,P,Karyawan Swasta,TD,31190318,8,sedang,dalam_penyelidikan,0,Laporan Masyarakat,
LP/2019/0149/SBR,2019-04-10,2019-05-07,Pencemaran Nama,Doxing,Bot Spam,Instagram,Sulawesi Selatan,,-5.120137,119.406395,64,P,IRT,S3,67592,2,rendah,baru,1,Patroli Siber,
LP/2019/0150/SBR,2019-10-12,2019-10-29,Judi Online,Sportsbook,Telegram,Email,Riau,,0.486033,101.424534,49,TD,Tidak Bekerja,SMP,10431648,3,rendah,baru,0,Aduan Konten Kominfo,
LP/2020/0151/SBR,2020-11-05,2020-11-27,Peretasan Akun,Sim Swap,Sim Swap,Telepon,Papua,,-2.54443,140.682317,57,L,Petani,S3,5452366,1,sedang,dalam_penyelidikan,0,Laporan Masyarakat,
LP/2020/0152/SBR,2020-12-12,2020-12-26,Pencurian Data,Data Pemerintah,SQL Injection,Twitter/X,Sumatera Selatan,,-2.977416,104.776429,21,P,Petani,D3,141008443,21,tinggi,dihentikan,0,Aduan Konten Kominfo,
LP/2020/0153/SBR,2020-06-18,2020-07-06,Penipuan Online,Investasi Bodong,Phishing,Instagram,Riau,,0.519718,101.48147,18,L,PNS,TD,9264031,8,sedang,dalam_penyelidikan,0,Aduan Konten Kominfo,
LP/2020/0154/SBR,2020-03-21,2020-03-30,Penipuan Online,Penipuan Pinjol Ilegal,Fake Marketplace,Instagram,Bali,,-8.422316,115.22928,27,L,Tidak Bekerja,S1,11168796,5,rendah,p21,0,Aduan Konten Kominfo,
LP/2020/0155/SBR,2020-01-07,2020-01-22,Konten Asusila,Sextortion,Pemerasan,Twitter/X,Bali,,-8.458571,115.20846,24,TD,Petani,SMA,653797,1,sedang,dalam_penyelidikan,1,Laporan Masyarakat,
LP/2020/0156/SBR,2020-06-12,2020-07-10,Pencemaran Nama,Doxing,Manipulasi Foto,Telepon,DKI Jakarta,,-6.244515,106.848651,17,P,PNS,TD,627583,1,rendah,dalam_penyelidikan,1,Kerjasama Antar Lembaga,
LP/2020/0157/SBR,2020-11-15,2020-12-12,Penipuan Online,Jual-Beli Fiktif,Phishing,SMS,Jawa Timur,,-7.234499,112.737254,44,L,PNS,D3,15079043,2,tinggi,dalam_penyelidikan,1,Inisiatif Polri,
LP/2020/0158/SBR,2020-05-25,2020-06-24,Konten Asusila,Penyebaran Konten,Pemerasan,SMS,Bali,,-8.408548,115.213684,35,P,Mahasiswa,TD,225019,3,tinggi,dalam_penyelidikan,1,Kerjasama Antar Lembaga,
LP/2020/0159/SBR,2020-01-12,2020-02-10,Konten Asusila,Sextortion,Sextortion,Website,Banten,,-6.115164,106.117577,47,P,Wiraswasta,SD,2654765,1,sedang,dalam_penyelidikan,1,Patroli Siber,
LP/2020/0160/SBR,2020-07-17,2020-07-26,Penipuan Online,Skema Ponzi,Phishing,Telepon,DKI Jakarta,,-6.205144,106.857205,34,L,Wiraswasta,D3,42682665,7,sedang,dihentikan,1,Aduan BSSN,
LP/2020/0161/SBR,2020-11-22,2020-12-12,Pencurian Data,Data Pemerintah,Phishing,WhatsApp,Sulawesi Selatan,,-5.173252,119.475163,24,L,Pensiunan,SD,27747633,20,tinggi,dalam_penyelidikan,0,Kerjasama Antar Lembaga,
LP/2020/0162/SBR,2020-03-23,2020-03-23,Penipuan Online,Penipuan Pinjol Ilegal,Social Engineering,Website,DKI Jakarta,,-6.246107,106.873712,34,P,Wiraswasta,SD,11494621,8,tinggi,dalam_penyelidikan,0,Inisiatif Polri,
LP/2020/0163/SBR,2020-10-21,2020-10-23,Penipuan Online,Investasi Bodong,Modus Skema Ponzi,SMS,Bali,,-8.442812,115.154631,23,P,Tidak Bekerja,SMP,33795899,8,sedang,baru,0,Laporan Masyarakat,
LP/2020/0164/SBR,2020-01-16,2020-01-27,Hoaks/Disinformasi,Hoaks Politik,Manipulasi Foto,Telepon,DKI Jakarta,,-6.216863,106.82778,43,P,IRT,S1,401583,20,rendah,selesai,0,Laporan Masyarakat,
LP/2020/0165/SBR,2020-03-08,2020-04-02,Akses Ilegal,Defacement,Default Credentials,Email,Kalimantan Timur,,0.534453,117.13467,22,P,Karyawan Swasta,S2,74226031,1,tinggi,baru,0,Aduan BSSN,
LP/2020/0166/SBR,2020-06-19,2020-07-04,Pencemaran Nama,Fitnah,Akun Anonim,Facebook,Jawa Barat,,-6.964062,107.600804,31,P,Tidak Bekerja,SD,1620287,1,sedang,dihentikan,1,Kerjasama Antar Lembaga,
LP/2020/0167/SBR,2020-05-04,2020-05-10,Pencurian Data,Data Pribadi,Phishing,Email,Sumatera Selatan,,-3.031597,104.798827,50,L,IRT,TD,152220992,16,tinggi,dihentikan,1,Laporan Masyarakat,
LP/2020/0168/SBR,2020-07-03,2020-07-21,Akses Ilegal,Brute Force,SQL Injection,Email,Sulawesi Selatan,,-5.171601,119.414201,42,P,IRT,S2,81211608,1,sedang,dalam_penyelidikan,1,Patroli Siber,
LP/2020/0169/SBR,2020-02-05,2020-02-08,Penipuan Online,Skema Ponzi,Phishing,Marketplace,Daerah Istimewa Yogyakarta,,-7.811371,110.395834,45,L,Pelajar,SMP,11531018,8,sedang,baru,0,Aduan BSSN,
LP/2020/0170/SBR,2020-01-07,2020-02-02,Hoaks/Disinformasi,SARA,Forward Massal,Website,Bali,,-8.419876,115.143795,36,L,PNS,SD,898182,42,rendah,dihentikan,0,Inisiatif Polri,
LP/2020/0171/SBR,2020-08-04,2020-08-29,Judi Online,Slot Online,Aplikasi Pihak Ketiga,Facebook,Jawa Barat,,-6.944887,107.599858,60,P,Tidak Bekerja,SMP,27635835,1,rendah,dalam_penyelidikan,1,Laporan Masyarakat,
LP/2020/0172/SBR,2020-11-15,2020-12-10,Penipuan Online,Penipuan Pinjol Ilegal,Phishing,WhatsApp,DKI Jakarta,,-6.164572,106.800664,53,L,Petani,TD,9143054,2,tinggi,baru,0,Patroli Siber,
LP/2020/0173/SBR,2020-05-09,2020-05-23,Pencurian Data,Data Pemerintah,Phishing,Telepon,Kalimantan Timur,,0.486611,117.144799,52,L,Wiraswasta,S1,49897940,3,tinggi,dalam_penyelidikan,0,Kerjasama Antar Lembaga,
LP/2020/0174/SBR,2020-11-26,2020-12-13,Peretasan Akun,Sim Swap,Password Lemah,Marketplace,Banten,,-6.091656,106.134703,53,P,Petani,S1,1655317,2,tinggi,baru,1,Patroli Siber,
LP/2020/0175/SBR,2020-05-02,2020-05-27,Penipuan Online,Jual-Beli Fiktif,Social Engineering,Instagram,Riau,,0.481886,101.421915,51,P,Karyawan Swasta,D3,32154203,6,sedang,dalam_penyelidikan,0,Aduan Konten Kominfo,
LP/2020/0176/SBR,2020-03-06,2020-03-13,Pencurian Data,Data Pemerintah,Insider Threat,SMS,Sumatera Barat,,-0.994279,100.437256,53,P,Pensiunan,D3,169053245,21,kritis,selesai,0,Aduan Konten Kominfo,
LP/2020/0177/SBR,2020-01-03,2020-01-04,Akses Ilegal,XSS,Brute Force,Website,DKI Jakarta,,-6.16701,106.815746,25,L,PNS,S2,36222178,10,sedang,baru,1,Kerjasama Antar Lembaga,
LP/2020/0178/SBR,2020-09-28,2020-10-09,Peretasan Akun,Social Engineering,Password Lemah,SMS,Daerah Istimewa Yogyakarta,,-7.837097,110.348977,25,P,Petani,TD,3433756,2,tinggi,p21,1,Inisiatif Polri,
LP/2020/0179/SBR,2020-06-08,2020-06-29,Pencemaran Nama,Fitnah,Manipulasi Foto,Email,Kalimantan Selatan,,-3.356665,114.613683,61,P,Petani,SD,1235117,1,rendah,baru,1,Inisiatif Polri,
LP/2020/0180/SBR,2020-08-05,2020-08-15,Penipuan Online,Penipuan Pinjol Ilegal,Social Engineering,Telepon,Banten,,-6.081268,106.109173,62,P,IRT,TD,5721515,4,sedang,baru,1,Kerjasama Antar Lembaga,
LP/2020/0181/SBR,2020-02-24,2020-02-24,Penipuan Online,Skema Ponzi,Social Engineering,TikTok,Jawa Barat,,-6.915392,107.597671,51,L,Buruh,D3,3731121,7,sedang,baru,1,Laporan Masyarakat,
LP/2020/0182/SBR,2020-02-03,2020-02-13,Penipuan Online,Investasi Bodong,Telepon Penipuan,Instagram,Jawa Timur,,-7.273705,112.800628,47,P,Petani,SMA,11915566,7,rendah,p21,0,Laporan Masyarakat,
LP/2020/0183/SBR,2020-04-14,2020-05-06,Penipuan Online,Penipuan Pinjol Ilegal,Social Engineering,Instagram,Jawa Barat,,-6.959736,107.616977,48,L,IRT,SD,37685855,5,sedang,dalam_penyelidikan,1,Kerjasama Antar Lembaga,
LP/2020/0184/SBR,2020-02-01,2020-02-07,Konten Asusila,Penyebaran Konten,Sextortion,Instagram,Jawa Tengah,,-6.985865,110.406447,48,P,Pelajar,SMP,1433044,3,sedang,p21,0,Aduan BSSN,
LP/2020/0185/SBR,2020-08-02,2020-08-10,Peretasan Akun,Sim Swap,Phishing,Facebook,Jawa Timur,,-7.232276,112.768847,22,P,Profesional,S3,15755240,2,sedang,dihentikan,0,Inisiatif Polri,
LP/2020/0186/SBR,2020-09-14,2020-10-14,Penipuan Online,Jual-Beli Fiktif,Modus Skema Ponzi,Email,Jawa Timur,,-7.299604,112.792378,62,L,Pensiunan,SMA,36437763,8,sedang,baru,0,Patroli Siber,
LP/2020/0187/SBR,2020-04-26,2020-05-02,Pemerasan Siber,Sextortion Bisnis,Ransomware,Telepon,DKI Jakarta,,-6.244012,106.855105,37,P,Wiraswasta,SMP,117745595,1,tinggi,dalam_penyelidikan,0,Aduan BSSN,
LP/2020/0188/SBR,2020-01-26,2020-02-17,Hoaks/Disinformasi,Hoaks Kesehatan,Forward Massal,TikTok,Banten,,-6.154836,106.156959,54,P,Wiraswasta,SMP,653323,76,rendah,dalam_penyelidikan,1,Aduan BSSN,
LP/2020/0189/SBR,2020-07-09,2020-07-21,Hoaks/Disinformasi,Hoaks Kesehatan,Forward Massal,Facebook,Lampung,,-5.472459,105.231085,55,P,Petani,SD,686594,63,rendah,dalam_penyelidikan,0,Kerjasama Antar Lembaga,
LP/2020/0190/SBR,2020-05-12,2020-05-12,Penipuan Online,Skema Ponzi,Phishing,Telegram,Sumatera Selatan,,-3.027461,104.804122,45,P,IRT,S1,23173808,5,sedang,p21,0,Laporan Masyarakat,
LP/2020/0191/SBR,2020-07-24,2020-08-08,Penipuan Online,Jual-Beli Fiktif,Phishing,Email,Jawa Barat,,-6.893743,107.600139,50,P,Karyawan Swasta,SMA,35161823,6,sedang,baru,0,Laporan Masyarakat,
LP/2020/0192/SBR,2020-06-23,2020-06-29,Penipuan Online,Skema Ponzi,Phishing,Telepon,Jawa Tengah,,-7.013644,110.403947,55,L,Buruh,S2,18886318,6,sedang,dalam_penyelidikan,0,Aduan BSSN,
LP/2020/0193/SBR,2020-05-01,2020-05-13,Judi Online,Slot Online,Aplikasi Pihak Ketiga,Telepon,Bali,,-8.436989,115.159573,58,L,Karyawan Swasta,SD,2666012,1,sedang,dalam_penyelidikan,1,Patroli Siber,
LP/2020/0194/SBR,2020-05-20,2020-06-14,Konten Asusila,Sextortion,Sextortion,TikTok,DKI Jakarta,,-6.169252,106.880759,46,L,Buruh,S1,2562381,3,tinggi,p21,0,Aduan Konten Kominfo,
LP/2020/0195/SBR,2020-11-27,2020-12-23,Konten Asusila,Sextortion,Sextortion,Email,DKI Jakarta,,-6.190359,106.843774,38,TD,Tidak Bekerja,S2,3139266,3,tinggi,selesai,1,Kerjasama Antar Lembaga,
LP/2020/0196/SBR,2020-04-05,2020-04-21,Pemerasan Siber,Sextortion Bisnis,DDoS Threat,Website,Sulawesi Selatan,,-5.129624,119.454828,58,P,Pelajar,S1,460960934,2,kritis,dihentikan,0,Kerjasama Antar Lembaga,
LP/2020/0197/SBR,2020-10-27,2020-11-02,Penipuan Online,Skema Ponzi,Fake Marketplace,Marketplace,Bali,,-8.429481,115.155899,59,P,PNS,S1,23529550,4,sedang,baru,1,Aduan BSSN,
LP/2020/0198/SBR,2020-03-22,2020-04-19,Pencemaran Nama,Doxing,Manipulasi Foto,Email,Banten,,-6.127753,106.188984,40,L,Pelajar,TD,703872,1,rendah,selesai,0,Kerjasama Antar Lembaga,
LP/2020/0199/SBR,2020-02-16,2020-03-15,Konten Asusila,Sextortion,Sextortion,Marketplace,Kalimantan Selatan,,-3.339564,114.546206,26,L,Mahasiswa,S2,1631951,3,sedang,dalam_penyelidikan,0,Aduan Konten Kominfo,
LP/2020/0200/SBR,2020-03-25,2020-03-27,Penipuan Online,Jual-Beli Fiktif,Fake Marketplace,Telepon,Lampung,,-5.494199,105.261905,30,P,PNS,SMA,33220996,6,sedang,dalam_penyelidikan,0,Laporan Masyarakat,
LP/2020/0201/SBR,2020-07-13,2020-07-26,Penipuan Online,Jual-Beli Fiktif,Fake Marketplace,WhatsApp,Jawa Tengah,,-6.927499,110.442385,50,L,Tidak Bekerja,SD,32537790,7,rendah,p21,1,Kerjasama Antar Lembaga,
LP/2020/0202/SBR,2020-02-13,2020-02-29,Hoaks/Disinformasi,Hoaks Politik,Akun Buzzer,Email,Jawa Barat,,-6.919107,107.611829,50,L,Tidak Bekerja,SMA,617265,40,rendah,dalam_penyelidikan,0,Aduan BSSN,
LP/2020/0203/SBR,2020-07-01,2020-07-08,Judi Online,Slot Online,Telegram,WhatsApp,DKI Jakarta,,-6.199831,106.812498,40,P,Karyawan Swasta,S3,8526975,3,sedang,selesai,1,Inisiatif Polri,
LP/2020/0204/SBR,2020-01-22,2020-01-25,Konten Asusila,Pornografi Anak,Sextortion,TikTok,Sumatera Utara,,3.55756,98.647474,61,L,Tidak Bekerja,SD,165605,1,tinggi,dalam_penyelidikan,0,Kerjasama Antar Lembaga,
LP/2020/0205/SBR,2020-12-05,2020-12-18,Akses Ilegal,Defacement,Exploit Vulnerability,Instagram,Sumatera Utara,,3.623676,98.671974,55,L,Pelajar,D3,19081350,9,tinggi,dalam_penyelidikan,0,Patroli Siber,
LP/2020/0206/SBR,2020-04-23,2020-05-22,Penipuan Online,Investasi Bodong,Phishing,Instagram,Jawa Tengah,,-6.933177,110.433602,26,P,Profesional,SMP,32756811,6,rendah,p21,1,Aduan BSSN,
LP/2020/0207/SBR,2020-05-09,2020-05-23,Konten Asusila,Penyebaran Konten,Sextortion,Website,Jawa Tengah,,-6.93654,110.397971,64,L,Karyawan Swasta,SD,420103,1,tinggi,selesai,0,Patroli Siber,
LP/2020/0208/SBR,2020-10-09,2020-11-06,Penipuan Online,Penipuan Pinjol Ilegal,Social Engineering,Instagram,Kalimantan Timur,,0.497178,117.199831,34,P,Buruh,S3,49695357,2,sedang,p21,0,Laporan Masyarakat,
LP/2020/0209/SBR,2020-03-04,2020-03-17,Penipuan Online,Skema Ponzi,Social Engineering,SMS,Sumatera Selatan,,-3.002925,104.74256,18,P,PNS,TD,40144581,8,sedang,dihentikan,1,Aduan Konten Kominfo,
LP/2020/0210/SBR,2020-11-11,2020-11-11,Pencurian Data,Data Pemerintah,Phishing,Telepon,DKI Jakarta,,-6.171486,106.84751,61,P,Wiraswasta,S3,199131078,44,tinggi,p21,1,Aduan BSSN,
LP/2020/0211/SBR,2020-03-27,2020-04-22,Pencemaran Nama,Doxing,Manipulasi Foto,Twitter/X,Sulawesi Selatan,,-5.112513,119.469642,21,P,IRT,D3,1170932,1,rendah,dalam_penyelidikan,1,Inisiatif Polri,
LP/2020/0212/SBR,2020-07-27,2020-08-03,Penipuan Online,Skema Ponzi,Phishing,Twitter/X,Sulawesi Selatan,,-5.152993,119.394571,48,P,Karyawan Swasta,SMP,5790231,8,sedang,dalam_penyelidikan,1,Inisiatif Polri,
LP/2020/0213/SBR,2020-10-20,2020-11-09,Penipuan Online,Skema Ponzi,Fake Marketplace,Website,DKI Jakarta,,-6.176269,106.877259,46,L,Pensiunan,TD,20941222,4,sedang,p21,0,Aduan Konten Kominfo,
LP/2020/0214/SBR,2020-04-01,2020-04-11,Penipuan Online,Penipuan Pinjol Ilegal,Phishing,WhatsApp,Sumatera Selatan,,-2.951212,104.755942,62,P,Petani,SMP,24332973,5,sedang,dalam_penyelidikan,1,Laporan Masyarakat,
LP/2020/0215/SBR,2020-08-27,2020-09-21,Peretasan Akun,Sim Swap,Phishing,Telepon,Jawa Timur,,-7.223753,112.760981,45,L,Pensiunan,SMA,7394762,3,sedang,dihentikan,1,Kerjasama Antar Lembaga,
LP/2020/0216/SBR,2020-10-16,2020-11-14,Penipuan Online,Jual-Beli Fiktif,Social Engineering,Instagram,Kalimantan Selatan,,-3.330659,114.600855,37,P,Petani,S3,34613643,3,sedang,dihentikan,0,Patroli Siber,
LP/2020/0217/SBR,2020-05-15,2020-06-09,Penipuan Online,Penipuan Pinjol Ilegal,Telepon Penipuan,Website,Sulawesi Utara,,1.495987,124.885651,57,L,Mahasiswa,S1,9450432,3,sedang,p21,0,Patroli Siber,
LP/2020/0218/SBR,2020-03-17,2020-04-03,Penyebaran Malware,Worm,Software Bajakan,SMS,Sulawesi Selatan,,-5.140636,119.449416,43,P,Profesional,S1,45269298,4,tinggi,selesai,0,Laporan Masyarakat,
LP/2020/0219/SBR,2020-03-02,2020-03-23,Akses Ilegal,Brute Force,Exploit Vulnerability,Telepon,DKI Jakarta,,-6.233744,106.879538,61,P,Mahasiswa,SD,12597364,4,sedang,dalam_penyelidikan,0,Inisiatif Polri,
LP/2020/0220/SBR,2020-04-24,2020-05-14,Hoaks/Disinformasi,SARA,Akun Buzzer,Telepon,Sumatera Selatan,,-3.036202,104.744858,43,P,Tidak Bekerja,S2,588534,50,rendah,dihentikan,1,Kerjasama Antar Lembaga,
LP/2020/0221/SBR,2020-08-27,2020-09-03,Penipuan Online,Jual-Beli Fiktif,Social Engineering,Email,Sumatera Utara,,3.590081,98.720545,21,L,PNS,SMP,43032825,6,sedang,dalam_penyelidikan,0,Inisiatif Polri,
LP/2020/0222/SBR,2020-05-01,2020-05-11,Penipuan Online,Penipuan Pinjol Ilegal,Telepon Penipuan,WhatsApp,DKI Jakarta,,-6.181434,106.858137,59,L,Pensiunan,S2,31794966,3,rendah,baru,0,Inisiatif Polri,
LP/2020/0223/SBR,2020-02-26,2020-03-13,Penipuan Online,Skema Ponzi,Phishing,Website,Jawa Barat,,-6.94258,107.581135,38,L,Pelajar,D3,11195172,7,sedang,dihentikan,0,Aduan Konten Kominfo,
LP/2020/0224/SBR,2020-11-01,2020-11-04,Penyebaran Malware,Worm,USB Drop,SMS,Riau,,0.481483,101.401788,37,L,Wiraswasta,S3,48440312,15,sedang,dalam_penyelidikan,0,Laporan Masyarakat,
